date,traffic_count,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),day_of_week,is_weekend,temp_range,temp_range_cat,season,traffic_status
2023-10-13,76.0,2023,10,13,14.9,5.0,10.0,0.0,0.0,0.0,6,0,9.9,Medium,Fall,0
2023-10-14,77.0,2023,10,14,13.6,9.0,11.3,0.0,0.0,0.0,7,1,4.6,Low,Fall,0
2023-10-15,79.0,2023,10,15,10.6,7.2,8.9,0.0,0.0,0.0,1,1,3.3999999999999995,Low,Fall,0
2023-10-16,101.0,2023,10,16,13.2,7.7,10.5,0.0,0.0,0.0,2,0,5.499999999999999,Medium,Fall,0
2023-10-17,96.0,2023,10,17,15.9,6.9,11.4,0.0,0.0,0.0,3,0,9.0,Medium,Fall,0
2023-10-18,87.0,2023,10,18,14.7,7.8,11.3,0.0,0.0,0.0,4,0,6.8999999999999995,Medium,Fall,0
2023-10-19,79.0,2023,10,19,16.8,8.9,12.9,0.2,0.0,0.2,5,0,7.9,Medium,Fall,0
2023-10-20,102.0,2023,10,20,14.4,9.1,11.8,4.4,0.0,4.4,6,0,5.300000000000001,Medium,Fall,0
2023-10-21,120.0,2023,10,21,12.3,5.8,9.1,0.6,0.0,0.6,7,1,6.500000000000001,Medium,Fall,0
2023-10-22,73.0,2023,10,22,11.4,0.6,6.0,0.8,0.0,0.8,1,1,10.8,High,Fall,0
2023-10-23,71.0,2023,10,23,14.2,-0.2,7.0,0.0,0.0,0.0,2,0,14.399999999999999,High,Fall,0
2023-10-24,96.0,2023,10,24,20.5,8.9,14.7,0.0,0.0,0.0,3,0,11.6,High,Fall,0
2023-10-25,112.0,2023,10,25,20.8,15.6,18.2,1.6,0.0,1.6,4,0,5.200000000000001,Medium,Fall,0
2023-10-26,102.0,2023,10,26,19.0,14.2,16.6,6.6,0.0,6.6,5,0,4.800000000000001,Low,Fall,0
2023-10-27,144.0,2023,10,27,23.3,17.8,20.6,0.0,0.0,0.0,6,0,5.5,Medium,Fall,0
2023-10-28,102.0,2023,10,28,18.9,5.8,12.4,0.2,0.0,0.2,7,1,13.099999999999998,High,Fall,0
2023-10-29,81.0,2023,10,29,7.4,3.1,5.3,2.9,0.0,2.9,1,1,4.300000000000001,Low,Fall,0
2023-10-30,60.0,2023,10,30,6.9,-1.5,2.7,4.4,0.0,4.4,2,0,8.4,Medium,Fall,0
2023-11-02,122.0,2023,11,2,10.9,1.5,6.2,0.0,0.0,0.0,5,0,9.4,Medium,Fall,0
2023-11-03,115.0,2023,11,3,15.6,6.0,10.8,0.0,0.0,0.0,6,0,9.6,Medium,Fall,0
2023-11-04,102.0,2023,11,4,11.0,6.3,8.7,2.6,0.0,2.6,7,1,4.7,Low,Fall,0
2023-11-05,101.0,2023,11,5,10.4,2.1,6.3,0.0,0.0,0.0,1,1,8.3,Medium,Fall,0
2023-11-06,108.0,2023,11,6,13.4,7.2,10.3,4.8,0.0,4.8,2,0,6.2,Medium,Fall,0
2023-11-07,123.0,2023,11,7,13.0,-0.7,6.2,0.0,0.0,0.0,3,0,13.7,High,Fall,0
2023-11-08,95.0,2023,11,8,3.7,-3.2,0.3,18.4,2.0,20.4,4,0,6.9,Medium,Fall,0
2023-11-09,96.0,2023,11,9,11.6,3.5,7.6,3.6,0.0,3.6,5,0,8.1,Medium,Fall,0
2023-11-10,119.0,2023,11,10,11.2,0.5,5.9,0.0,0.0,0.0,6,0,10.7,High,Fall,0
2023-11-11,88.0,2023,11,11,3.6,-0.4,1.6,0.0,0.0,0.0,7,1,4.0,Low,Fall,0
2023-11-12,43.0,2023,11,12,5.3,-0.7,2.3,0.0,0.0,0.0,1,1,6.0,Medium,Fall,0
2023-11-13,101.0,2023,11,13,14.5,2.3,8.4,0.0,0.0,0.0,2,0,12.2,High,Fall,0
2023-11-14,81.0,2023,11,14,9.5,3.1,6.3,0.0,0.0,0.0,3,0,6.4,Medium,Fall,0
2023-11-15,76.0,2023,11,15,14.9,2.0,8.5,0.0,0.0,0.0,4,0,12.9,High,Fall,0
2023-11-16,67.0,2023,11,16,12.0,1.1,6.6,0.0,0.0,0.0,5,0,10.9,High,Fall,0
2023-11-17,101.0,2023,11,17,14.5,1.3,7.9,1.0,0.0,1.0,6,0,13.2,High,Fall,0
2023-11-18,73.0,2023,11,18,8.9,-3.2,2.9,0.0,0.0,0.0,7,1,12.100000000000001,High,Fall,0
2023-11-19,87.0,2023,11,19,7.0,-2.0,2.5,0.4,0.0,0.4,1,1,9.0,Medium,Fall,0
2023-11-20,87.0,2023,11,20,1.7,-5.6,-2.0,0.0,0.0,0.0,2,0,7.3,Medium,Fall,0
2023-11-21,82.0,2023,11,21,5.7,0.8,3.3,11.4,0.0,11.4,3,0,4.9,Low,Fall,0
2023-11-22,77.0,2023,11,22,7.3,0.5,3.9,2.2,0.0,2.2,4,0,6.8,Medium,Fall,0
2023-11-23,104.0,2023,11,23,7.3,0.5,3.9,0.0,0.0,0.0,5,0,6.8,Medium,Fall,0
2023-11-24,161.0,2023,11,24,0.9,-4.5,-1.8,0.0,0.0,0.0,6,0,5.4,Medium,Fall,0
2023-11-25,116.0,2023,11,25,3.9,-5.1,-0.6,0.0,0.0,0.0,7,1,9.0,Medium,Fall,0
2023-11-26,57.0,2023,11,26,6.4,-1.3,2.6,6.6,0.0,6.6,1,1,7.7,Medium,Fall,0
2023-11-27,92.0,2023,11,27,3.3,-4.8,-0.8,0.0,0.4,0.4,2,0,8.1,Medium,Fall,0
2023-11-28,72.0,2023,11,28,-0.9,-6.0,-3.5,0.0,0.4,0.4,3,0,5.1,Medium,Fall,0
2023-11-29,95.0,2023,11,29,0.4,-4.6,-2.1,0.0,0.4,0.4,4,0,5.0,Medium,Fall,0
2023-11-30,102.0,2023,11,30,10.4,-2.2,4.1,0.0,0.0,0.0,5,0,12.600000000000001,High,Fall,0
2023-12-01,84.0,2023,12,1,9.1,0.2,4.7,4.7,2.4,9.5,6,0,8.9,Medium,Winter,0
2023-12-02,8.0,2023,12,2,3.1,1.1,2.1,4.4,0.0,4.4,7,1,2.0,Low,Winter,0
2023-12-03,39.0,2023,12,3,3.0,0.7,1.9,3.4,0.0,3.4,1,1,2.3,Low,Winter,0
2023-12-04,69.0,2023,12,4,3.3,0.2,1.8,0.0,0.0,0.0,2,0,3.0999999999999996,Low,Winter,0
2023-12-05,86.0,2023,12,5,2.5,-0.3,1.1,0.2,0.4,0.6,3,0,2.8,Low,Winter,0
2023-12-06,92.0,2023,12,6,0.5,-4.1,-1.8,0.0,0.0,0.0,4,0,4.6,Low,Winter,0
2023-12-07,84.0,2023,12,7,4.5,-0.8,1.9,1.8,4.0,4.8,5,0,5.3,Medium,Winter,0
2023-12-08,105.0,2023,12,8,7.6,3.3,5.5,0.0,0.0,0.0,6,0,4.3,Low,Winter,0
2023-12-09,112.0,2023,12,9,13.1,7.0,10.1,6.6,0.0,6.6,7,1,6.1,Medium,Winter,0
2023-12-10,85.0,2023,12,10,9.9,0.5,5.2,0.8,0.0,0.8,1,1,9.4,Medium,Winter,0
2023-12-11,93.0,2023,12,11,2.7,-0.5,1.1,0.0,0.0,0.0,2,0,3.2,Low,Winter,0
2023-12-12,106.0,2023,12,12,5.6,-1.5,2.1,0.0,0.0,0.0,3,0,7.1,Medium,Winter,0
2023-12-13,78.0,2023,12,13,3.1,-4.4,-0.7,0.0,0.0,0.0,4,0,7.5,Medium,Winter,0
2023-12-14,138.0,2023,12,14,5.4,-4.9,0.3,0.0,0.0,0.0,5,0,10.3,High,Winter,0
2023-12-15,73.0,2023,12,15,12.7,2.8,7.8,0.0,0.0,0.0,6,0,9.899999999999999,Medium,Winter,0
2023-12-16,15.0,2023,12,16,6.7,3.2,5.0,0.4,0.0,0.4,7,1,3.5,Low,Winter,0
2023-12-17,41.0,2023,12,17,7.1,3.9,5.5,10.9,0.0,10.9,1,1,3.1999999999999997,Low,Winter,0
2023-12-18,66.0,2023,12,18,6.4,-2.6,1.9,1.6,0.4,1.8,2,0,9.0,Medium,Winter,0
2023-12-19,92.0,2023,12,19,-0.7,-4.5,-2.6,0.0,0.2,0.2,3,0,3.8,Low,Winter,0
2023-12-20,139.0,2023,12,20,3.8,-1.5,1.2,0.0,0.0,0.0,4,0,5.3,Medium,Winter,0
2023-12-21,133.0,2023,12,21,2.3,-4.7,-1.2,0.0,0.0,0.0,5,0,7.0,Medium,Winter,0
2023-12-22,121.0,2023,12,22,0.6,-4.9,-2.2,0.0,0.0,0.0,6,0,5.5,Medium,Winter,0
2023-12-23,70.0,2023,12,23,4.3,-0.5,1.9,7.7,0.0,7.7,7,1,4.8,Low,Winter,0
2023-12-24,60.0,2023,12,24,4.7,2.1,3.4,0.0,0.0,0.0,1,1,2.6,Low,Winter,0
2023-12-25,66.0,2023,12,25,6.8,3.1,5.0,0.0,0.0,0.0,2,0,3.6999999999999997,Low,Winter,0
2023-12-26,84.0,2023,12,26,7.4,2.9,5.2,2.6,0.0,2.6,3,0,4.5,Low,Winter,0
2023-12-27,37.0,2023,12,27,8.2,6.3,7.3,13.7,0.0,13.7,4,0,1.8999999999999995,Low,Winter,0
2023-12-28,68.0,2023,12,28,7.7,5.8,6.8,5.5,0.0,5.5,5,0,1.9000000000000004,Low,Winter,0
2023-12-29,98.0,2023,12,29,6.4,1.3,3.9,5.0,0.0,5.0,6,0,5.1000000000000005,Medium,Winter,0
2023-12-30,94.0,2023,12,30,1.3,-0.9,0.2,0.0,0.0,0.0,7,1,2.2,Low,Winter,0
2023-12-31,103.0,2023,12,31,1.4,-1.6,-0.1,0.0,2.4,2.4,1,1,3.0,Low,Winter,0
2024-01-01,36.0,2024,1,1,-1.4,-3.7,-2.6,0.0,0.4,0.2,2,0,2.3000000000000003,Low,Winter,0
2024-01-02,101.0,2024,1,2,0.6,-2.5,-1.0,0.0,0.0,0.0,3,0,3.1,Low,Winter,0
2024-01-03,77.0,2024,1,3,2.4,-0.4,1.0,0.0,0.0,0.0,4,0,2.8,Low,Winter,0
2024-01-04,57.0,2024,1,4,0.8,-6.2,-2.7,0.0,0.0,0.0,5,0,7.0,Medium,Winter,0
2024-01-05,86.0,2024,1,5,-0.7,-2.9,-1.8,0.0,0.0,0.0,6,0,2.2,Low,Winter,0
2024-01-06,26.0,2024,1,6,1.6,-4.1,-1.3,0.0,3.8,3.8,7,1,5.699999999999999,Medium,Winter,0
2024-01-07,49.0,2024,1,7,0.1,-5.4,-2.7,0.0,0.4,0.4,1,1,5.5,Medium,Winter,0
2024-01-08,73.0,2024,1,8,2.8,-0.3,1.3,0.0,0.0,0.0,2,0,3.0999999999999996,Low,Winter,0
2024-01-09,96.0,2024,1,9,6.5,0.2,3.4,25.2,5.6,30.8,3,0,6.3,Medium,Winter,0
2024-01-10,119.0,2024,1,10,6.1,-0.1,3.0,0.0,0.0,0.0,4,0,6.199999999999999,Medium,Winter,0
2024-01-11,77.0,2024,1,11,2.4,-0.4,1.0,0.2,2.4,2.6,5,0,2.8,Low,Winter,0
2024-01-12,77.0,2024,1,12,4.2,-0.6,1.8,9.9,5.2,15.1,6,0,4.8,Low,Winter,0
2024-01-13,50.0,2024,1,13,5.3,-4.1,0.6,4.5,0.8,5.3,7,1,9.399999999999999,Medium,Winter,0
2024-01-14,5.0,2024,1,14,-3.7,-12.2,-8.0,0.0,0.8,0.8,1,1,8.5,Medium,Winter,0
2024-01-15,16.0,2024,1,15,-8.4,-13.6,-11.0,0.0,0.0,0.0,2,0,5.199999999999999,Medium,Winter,0
2024-01-16,41.0,2024,1,16,-7.2,-12.2,-9.7,0.0,2.0,2.0,3,0,4.999999999999999,Low,Winter,0
2024-01-17,36.0,2024,1,17,-8.4,-15.5,-12.0,0.0,0.0,0.0,4,0,7.1,Medium,Winter,0
2024-01-18,48.0,2024,1,18,-3.6,-8.7,-6.2,0.0,0.6,0.6,5,0,5.1,Medium,Winter,0
2024-01-19,50.0,2024,1,19,-6.7,-15.2,-11.0,0.0,0.0,0.0,6,0,8.5,Medium,Winter,0
2024-01-20,35.0,2024,1,20,-7.7,-15.4,-11.6,0.0,0.0,0.0,7,1,7.7,Medium,Winter,0
2024-01-21,37.0,2024,1,21,-2.1,-11.4,-6.8,0.0,0.0,0.0,1,1,9.3,Medium,Winter,0
2024-01-22,39.0,2024,1,22,-1.0,-7.8,-4.4,0.0,0.6,0.6,2,0,6.8,Medium,Winter,0
2024-01-23,55.0,2024,1,23,1.6,-1.2,0.2,2.4,4.8,7.2,3,0,2.8,Low,Winter,0
2024-01-24,6.0,2024,1,24,1.6,0.5,1.1,8.2,0.0,8.2,4,0,1.1,Low,Winter,0
2024-01-25,69.0,2024,1,25,3.5,1.1,2.3,0.2,0.0,0.2,5,0,2.4,Low,Winter,0
2024-01-26,36.0,2024,1,26,4.0,1.4,2.7,21.8,0.0,21.8,6,0,2.6,Low,Winter,0
2024-01-27,44.0,2024,1,27,3.5,0.5,2.0,0.0,0.0,0.0,7,1,3.0,Low,Winter,0
2024-01-28,53.0,2024,1,28,2.9,0.6,1.8,0.0,0.0,0.0,1,1,2.3,Low,Winter,0
2024-01-29,61.0,2024,1,29,3.9,-1.9,1.0,0.0,0.0,0.0,2,0,5.8,Medium,Winter,0
2024-01-30,69.0,2024,1,30,2.0,-0.3,0.9,0.0,0.0,0.0,3,0,2.3,Low,Winter,0
2024-01-31,78.0,2024,1,31,5.7,0.9,3.3,0.0,0.0,0.0,4,0,4.8,Low,Winter,0
2024-02-01,100.0,2024,2,1,4.3,2.3,3.3,,,0.0,5,0,2.0,Low,Winter,0
2024-02-02,72.0,2024,2,2,3.8,-3.6,0.1,0.0,0.0,0.0,6,0,7.4,Medium,Winter,0
2024-02-03,46.0,2024,2,3,3.6,-5.3,-0.9,0.0,0.0,0.0,7,1,8.9,Medium,Winter,0
2024-02-04,66.0,2024,2,4,3.0,-5.5,-1.3,0.0,0.0,0.0,1,1,8.5,Medium,Winter,0
2024-02-05,95.0,2024,2,5,3.1,-2.8,0.2,0.0,0.0,0.0,2,0,5.9,Medium,Winter,0
2024-02-06,54.0,2024,2,6,4.3,-5.1,-0.4,0.0,0.0,0.0,3,0,9.399999999999999,Medium,Winter,0
2024-02-15,64.0,2024,2,15,1.1,-6.7,-2.8,0.4,6.4,6.6,5,0,7.800000000000001,Medium,Winter,0
2024-02-16,47.0,2024,2,16,-0.9,-4.6,-2.8,0.0,0.0,0.0,6,0,3.6999999999999997,Low,Winter,0
2024-02-17,24.0,2024,2,17,-4.5,-8.2,-6.4,0.0,0.2,0.2,7,1,3.6999999999999993,Low,Winter,0
2024-02-18,41.0,2024,2,18,-0.4,-6.7,-3.6,0.0,1.4,1.0,1,1,6.3,Medium,Winter,0
2024-02-19,37.0,2024,2,19,-2.4,-10.9,-6.7,0.0,0.0,0.0,2,0,8.5,Medium,Winter,0
2024-02-20,69.0,2024,2,20,3.5,-8.8,-2.7,0.0,0.0,0.0,3,0,12.3,High,Winter,0
2024-02-21,125.0,2024,2,21,10.4,-3.3,3.6,0.0,0.0,0.0,4,0,13.7,High,Winter,0
2024-02-22,121.0,2024,2,22,11.1,0.3,5.7,0.0,0.0,0.0,5,0,10.799999999999999,High,Winter,0
2024-02-23,113.0,2024,2,23,11.0,-8.5,1.3,0.0,0.0,0.0,6,0,19.5,High,Winter,0
2024-02-24,54.0,2024,2,24,-3.8,-13.2,-8.5,0.0,0.0,0.0,7,1,9.399999999999999,Medium,Winter,0
2024-02-25,51.0,2024,2,25,5.5,-6.7,-0.6,0.0,0.0,0.0,1,1,12.2,High,Winter,0
2024-02-26,48.0,2024,2,26,9.5,-1.9,3.8,0.0,0.0,0.0,2,0,11.4,High,Winter,0
2024-02-27,45.0,2024,2,27,11.4,-1.7,4.9,16.8,0.0,16.8,3,0,13.1,High,Winter,0
2024-02-28,42.0,2024,2,28,16.5,-5.8,5.4,7.9,0.0,7.9,4,0,22.3,High,Winter,0
2024-02-29,39.0,2024,2,29,-2.0,-7.3,-4.7,0.0,0.0,0.0,5,0,5.3,Medium,Winter,0
2024-03-01,71.0,2024,3,1,9.2,-4.2,2.5,0.0,0.0,0.0,6,0,13.399999999999999,High,Spring,0
2024-03-02,99.0,2024,3,2,7.0,3.9,5.5,0.0,0.0,0.0,7,1,3.1,Low,Spring,0
2024-03-03,76.0,2024,3,3,8.6,4.6,6.6,0.0,0.0,0.0,1,1,4.0,Low,Spring,0
2024-03-04,79.0,2024,3,4,16.6,3.5,10.1,0.0,0.0,0.0,2,0,13.100000000000001,High,Spring,0
2024-03-05,114.0,2024,3,5,15.2,6.1,10.7,1.5,0.0,1.5,3,0,9.1,Medium,Spring,0
2024-03-06,81.0,2024,3,6,7.8,3.3,5.6,0.0,0.0,0.0,4,0,4.5,Low,Spring,0
2024-03-07,114.0,2024,3,7,10.3,1.1,5.7,0.0,0.0,0.0,5,0,9.200000000000001,Medium,Spring,0
2024-03-08,93.0,2024,3,8,9.5,1.7,5.6,1.0,0.0,1.0,6,0,7.8,Medium,Spring,0
2024-03-09,75.0,2024,3,9,9.6,2.0,5.8,10.7,0.0,10.7,7,1,7.6,Medium,Spring,0
2024-03-10,106.0,2024,3,10,3.5,-1.9,0.8,0.7,0.8,1.5,1,1,5.4,Medium,Spring,0
2024-03-11,76.0,2024,3,11,8.2,-1.3,3.5,0.0,0.0,0.0,2,0,9.5,Medium,Spring,0
2024-03-12,86.0,2024,3,12,14.3,-1.8,6.3,0.0,0.0,0.0,3,0,16.1,High,Spring,0
2024-03-13,50.0,2024,3,13,20.6,4.9,12.8,0.0,0.0,0.0,4,0,15.700000000000001,High,Spring,0
2024-03-14,13.0,2024,3,14,11.4,2.4,6.9,19.8,0.0,19.8,5,0,9.0,Medium,Spring,0
2024-03-15,112.0,2024,3,15,12.9,-0.5,6.2,0.0,0.0,0.0,6,0,13.4,High,Spring,0
2024-03-16,111.0,2024,3,16,10.1,-1.4,4.4,2.0,0.0,2.0,7,1,11.5,High,Spring,0
2024-03-17,120.0,2024,3,17,5.8,-1.3,2.3,0.0,2.4,2.4,1,1,7.1,Medium,Spring,0
2024-03-18,114.0,2024,3,18,3.0,-2.8,0.1,0.0,0.4,0.4,2,0,5.8,Medium,Spring,0
2024-03-19,101.0,2024,3,19,1.2,-1.9,-0.4,0.0,1.6,1.6,3,0,3.0999999999999996,Low,Spring,0
2024-03-20,63.0,2024,3,20,1.5,-5.9,-2.2,0.0,1.4,1.4,4,0,7.4,Medium,Spring,0
2024-04-02,47.0,2024,4,2,7.6,4.7,6.2,7.1,0.0,7.1,3,0,2.8999999999999995,Low,Spring,0
2024-04-03,73.0,2024,4,3,6.4,1.2,3.8,32.0,0.0,32.0,4,0,5.2,Medium,Spring,0
2024-04-04,114.0,2024,4,4,3.4,0.2,1.8,1.2,0.0,1.2,5,0,3.1999999999999997,Low,Spring,0
2024-04-05,59.0,2024,4,5,6.2,0.2,3.2,0.0,0.2,0.2,6,0,6.0,Medium,Spring,0
2024-04-06,31.0,2024,4,6,12.5,3.6,8.1,0.0,0.0,0.0,7,1,8.9,Medium,Spring,0
2024-04-07,13.0,2024,4,7,15.2,2.4,8.8,0.0,0.0,0.0,1,1,12.799999999999999,High,Spring,0
2024-04-08,64.0,2024,4,8,13.4,4.4,8.9,0.0,0.0,0.0,2,0,9.0,Medium,Spring,0
2024-04-09,59.0,2024,4,9,18.8,4.3,11.6,0.0,0.0,0.0,3,0,14.5,High,Spring,0
2024-04-10,98.0,2024,4,10,18.7,8.5,13.6,0.0,0.0,0.0,4,0,10.2,High,Spring,0
2024-04-11,97.0,2024,4,11,14.7,7.8,11.3,33.8,0.0,33.8,5,0,6.8999999999999995,Medium,Spring,0
2024-04-12,117.0,2024,4,12,12.8,4.3,8.6,13.2,0.0,13.2,6,0,8.5,Medium,Spring,0
2024-04-13,140.0,2024,4,13,11.8,3.8,7.8,0.0,0.0,0.0,7,1,8.0,Medium,Spring,0
2024-04-14,111.0,2024,4,14,16.1,6.3,11.2,6.4,0.0,6.4,1,1,9.8,Medium,Spring,0
2024-04-15,93.0,2024,4,15,16.9,4.1,10.5,0.0,0.0,0.0,2,0,12.799999999999999,High,Spring,0
2024-04-16,116.0,2024,4,16,16.7,5.8,11.3,0.0,0.0,0.0,3,0,10.899999999999999,High,Spring,0
2024-04-17,129.0,2024,4,17,8.9,4.8,6.9,12.7,0.0,12.7,4,0,4.1000000000000005,Low,Spring,0
2024-04-18,142.0,2024,4,18,13.9,7.1,10.5,0.0,0.0,0.0,5,0,6.800000000000001,Medium,Spring,0
2024-04-19,165.0,2024,4,19,15.2,4.8,10.0,1.4,0.0,1.4,6,0,10.399999999999999,High,Spring,0
2024-04-20,103.0,2024,4,20,8.0,3.1,5.6,0.0,0.0,0.0,7,1,4.9,Low,Spring,0
2024-04-21,126.0,2024,4,21,10.2,1.4,5.8,0.0,0.0,0.0,1,1,8.799999999999999,Medium,Spring,0
2024-04-22,113.0,2024,4,22,14.3,-1.4,6.5,0.0,0.0,0.0,2,0,15.700000000000001,High,Spring,0
2024-04-23,101.0,2024,4,23,16.9,7.9,12.4,0.4,0.0,0.4,3,0,8.999999999999998,Medium,Spring,0
2024-04-24,88.0,2024,4,24,9.6,0.5,5.1,0.0,0.0,0.0,4,0,9.1,Medium,Spring,0
2024-04-25,48.0,2024,4,25,8.4,-2.0,3.2,0.0,0.0,0.0,5,0,10.4,High,Spring,0
2024-04-26,56.0,2024,4,26,12.7,-0.6,6.1,0.0,0.0,0.0,6,0,13.299999999999999,High,Spring,0
2024-04-27,35.0,2024,4,27,14.3,6.9,10.6,6.4,0.0,6.4,7,1,7.4,Medium,Spring,0
2024-04-28,104.0,2024,4,28,22.1,10.5,16.3,5.0,0.0,5.0,1,1,11.600000000000001,High,Spring,0
2024-04-29,174.0,2024,4,29,12.5,9.0,10.8,12.5,0.0,12.5,2,0,3.5,Low,Spring,0
2024-04-30,108.0,2024,4,30,16.2,8.4,12.3,3.2,0.0,3.2,3,0,7.799999999999999,Medium,Spring,0
2024-05-01,94.0,2024,5,1,16.8,6.7,11.8,0.0,0.0,0.0,4,0,10.100000000000001,High,Spring,0
2024-05-02,84.0,2024,5,2,20.5,10.1,15.3,0.0,0.0,0.0,5,0,10.4,High,Spring,0
2024-05-03,108.0,2024,5,3,16.6,10.9,13.8,3.1,0.0,3.1,6,0,5.700000000000001,Medium,Spring,0
2024-05-04,80.0,2024,5,4,21.3,12.6,17.0,0.0,0.0,0.0,7,1,8.700000000000001,Medium,Spring,0
2024-05-05,91.0,2024,5,5,19.4,10.3,14.9,3.5,0.0,3.5,1,1,9.099999999999998,Medium,Spring,0
2024-05-06,88.0,2024,5,6,19.9,8.3,14.1,0.0,0.0,0.0,2,0,11.599999999999998,High,Spring,0
2024-05-07,58.0,2024,5,7,20.4,7.2,13.8,16.8,0.0,16.8,3,0,13.2,High,Spring,0
2024-05-08,122.0,2024,5,8,20.3,9.4,14.9,1.0,0.0,1.0,4,0,10.9,High,Spring,0
2024-05-09,98.0,2024,5,9,16.7,7.8,12.3,0.0,0.0,0.0,5,0,8.899999999999999,Medium,Spring,0
2024-05-10,136.0,2024,5,10,16.5,10.4,13.5,0.0,0.0,0.0,6,0,6.1,Medium,Spring,0
2024-05-11,120.0,2024,5,11,16.0,8.7,12.4,0.6,0.0,0.6,7,1,7.300000000000001,Medium,Spring,0
2024-05-12,113.0,2024,5,12,19.0,9.7,14.4,0.0,0.0,0.0,1,1,9.3,Medium,Spring,0
2024-05-13,81.0,2024,5,13,24.5,10.5,17.5,0.9,0.0,0.9,2,0,14.0,High,Spring,0
2024-05-14,113.0,2024,5,14,20.3,11.5,15.9,0.3,0.0,0.3,3,0,8.8,Medium,Spring,0
2024-05-15,57.0,2024,5,15,20.3,11.4,15.9,0.0,0.0,0.0,4,0,8.9,Medium,Spring,0
2024-05-16,110.0,2024,5,16,21.0,10.4,15.7,0.0,0.0,0.0,5,0,10.6,High,Spring,0
2024-05-17,134.0,2024,5,17,19.2,14.6,16.9,3.4,0.0,3.4,6,0,4.6,Low,Spring,0
2024-05-18,106.0,2024,5,18,21.1,13.1,17.1,0.0,0.0,0.0,7,1,8.000000000000002,Medium,Spring,0
2024-05-19,90.0,2024,5,19,23.9,12.1,18.0,0.0,0.0,0.0,1,1,11.799999999999999,High,Spring,0
2024-05-20,96.0,2024,5,20,27.8,15.0,21.4,0.8,0.0,0.8,2,0,12.8,High,Spring,0
2024-05-21,92.0,2024,5,21,29.7,17.1,23.4,0.0,0.0,0.0,3,0,12.599999999999998,High,Spring,0
2024-05-22,116.0,2024,5,22,29.7,17.8,23.8,0.0,0.0,0.0,4,0,11.899999999999999,High,Spring,0
2024-05-23,93.0,2024,5,23,26.1,14.2,20.2,0.0,0.0,0.0,5,0,11.900000000000002,High,Spring,0
2024-05-24,78.0,2024,5,24,26.3,13.1,19.7,0.0,0.0,0.0,6,0,13.200000000000001,High,Spring,0
2024-05-25,123.0,2024,5,25,20.1,12.0,16.1,6.4,0.0,6.4,7,1,8.100000000000001,Medium,Spring,0
2024-05-26,86.0,2024,5,26,22.0,11.7,16.9,5.4,0.0,5.4,1,1,10.3,High,Spring,0
2024-05-27,65.0,2024,5,27,25.1,15.4,20.3,26.0,0.0,26.0,2,0,9.700000000000001,Medium,Spring,0
2024-05-28,118.0,2024,5,28,20.4,14.0,17.2,8.6,0.0,8.6,3,0,6.399999999999999,Medium,Spring,0
2024-05-29,88.0,2024,5,29,19.4,9.8,14.6,0.0,0.0,0.0,4,0,9.599999999999998,Medium,Spring,0
2024-05-30,81.0,2024,5,30,18.9,7.9,13.4,0.0,0.0,0.0,5,0,10.999999999999998,High,Spring,0
2024-05-31,52.0,2024,5,31,24.3,8.2,16.3,0.0,0.0,0.0,6,0,16.1,High,Spring,0
2024-06-01,33.0,2024,6,1,24.0,11.1,17.6,0.0,0.0,0.0,7,1,12.9,High,Summer,0
2024-06-02,45.0,2024,6,2,18.2,14.4,16.3,7.0,0.0,7.0,1,1,3.799999999999999,Low,Summer,0
2024-06-03,58.0,2024,6,3,23.4,15.7,19.6,0.0,0.0,0.0,2,0,7.699999999999999,Medium,Summer,0
2024-06-04,70.0,2024,6,4,26.8,15.3,21.1,0.0,0.0,0.0,3,0,11.5,High,Summer,0
2024-06-05,82.0,2024,6,5,25.6,17.8,21.7,3.2,0.0,3.2,4,0,7.800000000000001,Medium,Summer,0
2024-06-06,95.0,2024,6,6,26.7,15.5,21.1,0.8,0.0,0.8,5,0,11.2,High,Summer,0
2024-06-07,114.0,2024,6,7,19.4,13.8,16.6,3.9,0.0,3.9,6,0,5.599999999999998,Medium,Summer,0
2024-06-08,285.0,2024,6,8,21.7,11.8,16.8,4.2,0.0,4.2,7,1,9.899999999999999,Medium,Summer,0
2024-06-09,172.0,2024,6,9,19.0,10.6,14.8,2.8,0.0,2.8,1,1,8.4,Medium,Summer,0
2024-06-10,99.0,2024,6,10,16.3,11.3,13.8,0.0,0.0,0.0,2,0,5.0,Medium,Summer,0
2024-06-11,111.0,2024,6,11,18.7,10.5,14.6,0.0,0.0,0.0,3,0,8.2,Medium,Summer,0
2024-06-12,128.0,2024,6,12,22.4,10.5,16.5,0.0,0.0,0.0,4,0,11.899999999999999,High,Summer,0
2024-06-13,98.0,2024,6,13,30.7,16.3,23.5,0.7,0.0,0.7,5,0,14.399999999999999,High,Summer,0
2024-06-14,69.0,2024,6,14,24.0,14.7,19.4,0.0,0.0,0.0,6,0,9.3,Medium,Summer,0
2024-06-15,80.0,2024,6,15,22.6,12.7,17.7,0.0,0.0,0.0,7,1,9.900000000000002,Medium,Summer,0
2024-06-16,139.0,2024,6,16,23.2,11.1,17.2,0.0,0.0,0.0,1,1,12.1,High,Summer,0
